
State,School_Name,Orientation_Name,Address,City,Zip,Phone,Number_of_Students,Grade_Range
AL,ST JAMES CATHOLIC SCHOOL,Roman Catholic,700 ALBERT RAINS BLVD,GADSDEN,35901,2565460132.0,107,Pre-Kindergarten - 8th Grade
AL,HOLY SPIRIT CATHOLIC SCHOOL,Roman Catholic,601 JAMES I HARRISON JR PKWY E,TUSCALOOSA,35405,2055535606.0,392,Pre-Kindergarten - 12th Grade
AL,HOLY FAMILY PAROCHIAL SCHOOL,Roman Catholic,2300 BEASLEY AVE NW,HUNTSVILLE,35816,2565395221.0,177,Pre-Kindergarten - 8th Grade
AL,HOLY SPIRIT REGIONAL CATHOLIC SCHOOL,Roman Catholic,619 AIRPORT RD SW,HUNTSVILLE,35802,2568814852.0,376,Pre-Kindergarten - 8th Grade
AL,OUR LADY OF SORROWS,Roman Catholic,1720 OXMOOR RD,BIRMINGHAM,35209,2058793237.0,336,Pre-Kindergarten - 8th Grade
AL,ST ANN SCHOOL,Roman Catholic,3910A SPRING AVE SW,DECATUR,35603,2563536543.0,92,Pre-Kindergarten - 8th Grade
AL,SACRED HEART ELEMENTARY,Roman Catholic,112 2ND AVE SE,CULLMAN,35055,2567344563.0,104,Pre-Kindergarten - 6th Grade
AL,ST ROSE OF LIMA SCHOOL,Roman Catholic,1401 22ND ST S,BIRMINGHAM,35205,2059330549.0,179,Pre-Kindergarten - 8th Grade
AL,ST FRANCIS XAVIER SCHOOL,Roman Catholic,2 XAVIER CIR,BIRMINGHAM,35213,2058711687.0,168,Pre-Kindergarten - 8th Grade
AL,JOHN CARROLL CATHOLIC HIGH SCHOOL,Roman Catholic,300 LAKESHORE PKWY,BIRMINGHAM,35209,2059402400.0,488,9th Grade - 12th Grade
AL,HOLY FAMILY CRISTO REY CATHOLIC HIGH SCHOOL,Roman Catholic,PO BOX 19577,BIRMINGHAM,35219,2057879937.0,197,9th Grade - 12th Grade
AL,SACRED HEART CATHOLIC SCHOOL,Roman Catholic,16 MORTON RD,ANNISTON,36205,2562374231.0,115,Pre-Kindergarten - 12th Grade
AL,ST PIUS X SCHOOL,Roman Catholic,217 S SAGE AVE,MOBILE,36606,2515339476.0,94,Pre-Kindergarten - 8th Grade
AL,ST MARY CATHOLIC SCHOOL,Roman Catholic,107 N LAFAYETTE ST,MOBILE,36604,2514339904.0,407,Pre-Kindergarten - 8th Grade
AL,ST IGNATIUS CATHOLIC SCHOOL,Roman Catholic,3650 SPRING HILL AVE,MOBILE,36608,2513425442.0,363,Pre-Kindergarten - 8th Grade
AL,ST DOMINIC CATHOLIC SCHOOL,Roman Catholic,4160 BURMA RD,MOBILE,36693,2516615226.0,40,Kindergarten - Kindergarten
AL,MOST PURE HEART OF MARY CATHOLIC SCHOOL,Roman Catholic,310 SENGSTAK ST,MOBILE,36603,2514325270.0,71,Pre-Kindergarten - 8th Grade
AL,LITTLE FLOWER CATHOLIC SCHOOL,Roman Catholic,2103 GOVERNMENT ST,MOBILE,36606,2514795761.0,86,Pre-Kindergarten - 8th Grade
AL,ST BENEDICT CATHOLIC SCHOOL,Roman Catholic,12786 ILLINOIS ST,ELBERTA,36530,2517099861.0,97,Kindergarten - 8th Grade
AL,CHRIST THE KING CATHOLIC SCHOOL,Roman Catholic,PO BOX 1890,DAPHNE,36526,2516261692.0,440,Pre-Kindergarten - 8th Grade
AL,MONTGOMERY CATHOLIC PREPARATORY SCHOOL,Roman Catholic,5350 VAUGHN RD,MONTGOMERY,36116,3342727220.0,764,Kindergarten - 12th Grade
AL,ADVENT EPISCOPAL DAY SCHOOL,Episcopal,2019 6TH AVE N,BIRMINGHAM,35203,2052522535.0,187,Pre-Kindergarten - 8th Grade
AL,JEFFERSON CHRISTIAN ACADEMY,Church of Christ,1500 HERITAGE PL DR,IRONDALE,35210,2059569111.0,179,Pre-Kindergarten - 12th Grade
AL,EVANGEL CHRISTIAN SCHOOL,Assembly of God,1277 JUBILEE DR,SARALAND,36571,2516754619.0,54,Pre-Kindergarten - 5th Grade
AL,MARS HILL BIBLE SCHOOL,Church of Christ,698 COX CREEK PKWY,FLORENCE,35630,2567671203.0,506,Pre-Kindergarten - 12th Grade
AL,LOWNDES ACADEMY,Other,PO BOX 99,LOWNDESBORO,36752,3342783366.0,228,Pre-Kindergarten - 12th Grade
AL,ABBEVILLE CHRISTIAN ACADEMY,Christian (no specific denomination),PO BOX 9,ABBEVILLE,36310,3345855100.0,211,Pre-Kindergarten - 12th Grade
AL,GRACE LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,3321 S MEMORIAL PKWY,HUNTSVILLE,35801,2568810553.0,135,Pre-Kindergarten - 8th Grade
AL,ST PAULS LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,510 3RD AVE SE,CULLMAN,35055,2567346580.0,70,Pre-Kindergarten - 6th Grade
AL,HOLY COMFORTER EPISCOPAL DAY SCHOOL,Episcopal,156 S 9TH ST,GADSDEN,35901,2565469071.0,35,Pre-Kindergarten - 12th Grade
AL,MOBILE CHRISTIAN SCHOOL,Church of Christ,5900 COTTAGE HILL RD,MOBILE,36609,2516611613.0,612,Pre-Kindergarten - 12th Grade
AL,WESTMINSTER CHRISTIAN ACADEMY,Presbyterian,237 JOHNS RD NW,HUNTSVILLE,35806,2567058000.0,718,Pre-Kindergarten - 12th Grade
AL,TRINITY PRESBYTERIAN SCHOOL,Presbyterian,1700 E TRINITY BLVD,MONTGOMERY,36106,3342132100.0,601,Pre-Kindergarten - 12th Grade
AL,COTTAGE HILL CHRISTIAN ACADEMY AT WEST CAMPUS,Baptist,7355 CREEKWOOD DR,MOBILE,36695,2516342513.0,604,Pre-Kindergarten - 12th Grade
AL,GLEN IRIS BAPTIST SCHOOL,Baptist,1137 10TH PL S,BIRMINGHAM,35205,2053231516.0,96,Pre-Kindergarten - 12th Grade
AL,DECATUR HERITAGE CHRISTIAN ACADEMY,Christian (no specific denomination),PO BOX 5659,DECATUR,35601,2563514275.0,323,Kindergarten - 12th Grade
AL,MEADOWVIEW CHRISTIAN SCHOOL,Christian (no specific denomination),1512 OLD ORRVILLE RD,SELMA,36701,3348728448.0,163,Pre-Kindergarten - 12th Grade
AL,NORTHSIDE METHODIST CHURCH & ACADEMY,Methodist,2600 REDMOND RD,DOTHAN,36303,3347947273.0,621,Pre-Kindergarten - 12th Grade
AL,TRINITY CHRISTIAN ACADEMY,Baptist,1500 AIRPORT RD,OXFORD,36203,2568313333.0,158,Pre-Kindergarten - 12th Grade
AL,VICTORY CHRISTIAN ACADEMY,Baptist,PO BOX 1090,MILLBROOK,36054,3342850211.0,180,1st Grade - 12th Grade
AL,GOVERNMENT STREET CHRISTIAN SCHOOL,Baptist,3401 GOVERNMENT BLVD,MOBILE,36693,2516607444.0,100,Kindergarten - 12th Grade
AL,AUTAUGA ACADEMY,Other,497 GOLSON RD,PRATTVILLE,36067,3343654343.0,217,Pre-Kindergarten - 12th Grade
AL,ALABAMA CHRISTIAN ACADEMY,Church of Christ,4700 WARES FERRY RD,MONTGOMERY,36109,3342771985.0,615,Pre-Kindergarten - 12th Grade
AL,WESLEYAN CHRISTIAN ACADEMY,Methodist,21276 US HIGHWAY 45,CITRONELLE,36522,2518667501.0,15,2nd Grade - 11th Grade
AL,LEE-SCOTT ACADEMY,Christian (no specific denomination),1601 ACADEMY DR,AUBURN,36830,3348212430.0,698,Pre-Kindergarten - 12th Grade
AL,EPHESUS ACADEMY,Seventh-Day Adventist,829 MCMILLON AVE SW,BIRMINGHAM,35211,2057862194.0,71,Kindergarten - 12th Grade
AL,BIG COVE CHRISTIAN ACADEMY,Seventh-Day Adventist,6354 HWY 431 S,OWENS CROSS ROADS,35763,2565189642.0,33,Kindergarten - 12th Grade
AL,MOBILE JUNIOR ACADEMY,Seventh-Day Adventist,1900 CODY RD S,MOBILE,36695,2516338638.0,29,Pre-Kindergarten - 8th Grade
AL,FLORAL CREST SCHOOL,Seventh-Day Adventist,1228 COUNTY ROAD 89,BRYANT,35958,2565972582.0,18,Pre-Kindergarten - 8th Grade
AK,"MONROE JR, SR HIGH SCHOOLS OF FAIRBANKS",Roman Catholic,615 MONROE ST,FAIRBANKS,99701,9073133062.0,328,Pre-Kindergarten - 12th Grade
AK,ANCHORAGE JUNIOR ACADEMY,Seventh-Day Adventist,5511 OMALLEY RD,ANCHORAGE,99507,9073462164.0,42,Pre-Kindergarten - 8th Grade
AK,AMAZING GRACE ACADEMY,Seventh-Day Adventist,PO BOX 3229,PALMER,99645,9077452691.0,86,Pre-Kindergarten - 12th Grade
AK,DILLINGHAM ADVENTIST SCHOOL,Seventh-Day Adventist,PO BOX 182,DILLINGHAM,99576,9078422496.0,10,Pre-Kindergarten - 7th Grade
AK,JUNEAU SDA CHRISTIAN SCHOOL,Seventh-Day Adventist,PO BOX 34863,JUNEAU,99803,9077804336.0,4,3rd Grade - 7th Grade
AZ,LOURDES CATHOLIC SCHOOL,Roman Catholic,555 E PATAGONIA HWY,NOGALES,85621,5202875659.0,249,Pre-Kindergarten - 12th Grade
AZ,ST CHARLES APACHE MISSION SCHOOL,Roman Catholic,PO BOX 339,SAN CARLOS,85550,9284752449.0,126,Kindergarten - 6th Grade
AZ,OUR MOTHER OF SORROWS CATHOLIC SCHOOL,Roman Catholic,1800 S KOLB RD,TUCSON,85710,5207471027.0,283,Pre-Kindergarten - 8th Grade
AZ,SALPOINTE CATHOLIC HIGH SCHOOL,Roman Catholic,1545 E COPPER ST,TUCSON,85719,5205474467.0,1253,9th Grade - 12th Grade
AZ,SAN XAVIER MISSION SCHOOL,Roman Catholic,1980 W SAN XAVIER RD,TUCSON,85746,5202940628.0,84,Kindergarten - 8th Grade
AZ,SANTA CRUZ CATHOLIC SCHOOL,Roman Catholic,29 W 22ND ST,TUCSON,85713,5206242093.0,135,Kindergarten - 8th Grade
AZ,ST JOHN THE EVANGELIST CATHOLIC SCHOOL,Roman Catholic,600 W AJO WAY,TUCSON,85713,5206243865.0,375,Kindergarten - 8th Grade
AZ,IMMACULATE CONCEPTION CATHOLIC SCHOOL,Roman Catholic,501 S AVE B,YUMA,85364,9287835225.0,209,Pre-Kindergarten - 8th Grade
AZ,ST FRANCIS OF ASSISI SCHOOL,Roman Catholic,700 W 18TH ST,YUMA,85364,9287821539.0,233,Pre-Kindergarten - 8th Grade
AZ,LORETTO CATHOLIC SCHOOL,Roman Catholic,1200 E 14TH ST,DOUGLAS,85607,5202271755.0,204,Kindergarten - 8th Grade
AZ,ST ANTHONY OF PADUA CATHOLIC SCHOOL,Roman Catholic,501 E 2ND ST,CASA GRANDE,85122,5207886227.0,135,Pre-Kindergarten - 8th Grade
AZ,QUEEN OF PEACE CATHOLIC SCHOOL,Roman Catholic,141 N MACDONALD,MESA,85201,4809690226.0,197,Pre-Kindergarten - 8th Grade
AZ,OUR LADY OF MOUNT CARMEL SCHOOL,Roman Catholic,2117 S RURAL RD,TEMPE,85282,4809675567.0,415,Kindergarten - 8th Grade
AZ,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,Roman Catholic,3801 N MILLER RD,SCOTTSDALE,85251,4808743721.0,272,Pre-Kindergarten - 8th Grade
AZ,SACRED HEART CATHOLIC SCHOOL,Roman Catholic,131 N SUMMIT AVE,PRESCOTT,86301,9284452621.0,105,Pre-Kindergarten - 8th Grade
AZ,XAVIER COLLEGE PREPARATORY,Roman Catholic,4710 N 5TH ST,PHOENIX,85012,6022773772.0,1122,9th Grade - 12th Grade
AZ,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,Roman Catholic,3130 N 51ST AVE,PHOENIX,85031,6232478595.0,463,Pre-Kindergarten - 8th Grade
AZ,ST THOMAS THE APOSTLE SCHOOL,Roman Catholic,4510 N 24TH ST,PHOENIX,85016,6029549088.0,491,Pre-Kindergarten - 8th Grade
AZ,ST THERESA CATHOLIC SCHOOL,Roman Catholic,5001 E THOMAS RD,PHOENIX,85018,6028400010.0,357,Pre-Kindergarten - 8th Grade
AZ,ST MARY'S CATHOLIC HIGH SCHOOL,Roman Catholic,2525 N 3RD ST,PHOENIX,85004,6022512503.0,487,9th Grade - 12th Grade
AZ,ST JEROME ELEMENTARY SCHOOL,Roman Catholic,10815 N 35TH AVE,PHOENIX,85029,6029425644.0,195,Pre-Kindergarten - 8th Grade
AZ,ST GREGORY ELEMENTARY SCHOOL,Roman Catholic,3440 N 18TH AVE,PHOENIX,85015,6022669527.0,318,Pre-Kindergarten - 8th Grade
AZ,ST CATHERINE OF SIENA CATHOLIC SCHOOL,Roman Catholic,6413 S CENTRAL AVE,PHOENIX,85042,6022762241.0,175,Pre-Kindergarten - 8th Grade
AZ,ST AGNES CATHOLIC SCHOOL,Roman Catholic,2311 E PALM LN,PHOENIX,85006,6022440349.0,202,Kindergarten - 8th Grade
AZ,SS SIMON AND JUDE CATHEDRAL SCHOOL,Roman Catholic,6351 N 27TH AVE,PHOENIX,85017,6022421299.0,433,Pre-Kindergarten - 8th Grade
AZ,MOST HOLY TRINITY CATHOLIC ELEMENTARY SCHOOL,Roman Catholic,535 E ALICE AVE,PHOENIX,85020,6029439058.0,165,Kindergarten - 8th Grade
AZ,BROPHY COLLEGE PREPARATORY,Roman Catholic,4701 N CENTRAL AVE,PHOENIX,85012,6022645291.0,1407,6th Grade - 12th Grade
AZ,BOURGADE CATHOLIC HIGH SCHOOL,Roman Catholic,4602 N 31ST AVE,PHOENIX,85017,6029734000.0,345,9th Grade - 12th Grade
AZ,ST LOUIS THE KING SCHOOL,Roman Catholic,4331 W MARYLAND AVE,GLENDALE,85301,6239394264.0,196,Pre-Kindergarten - 8th Grade
AZ,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,Roman Catholic,7521 N 57TH AVE,GLENDALE,85301,6239317288.0,300,Pre-Kindergarten - 8th Grade
AZ,SETON CATHOLIC PREPARATORY HIGH SCHOOL,Roman Catholic,1150 N DOBSON RD,CHANDLER,85224,4809631900.0,544,9th Grade - 12th Grade
AZ,ST MARY-BASHA CATHOLIC SCHOOL,Roman Catholic,200 W GALVESTON ST,CHANDLER,85225,4809634951.0,357,Pre-Kindergarten - 8th Grade
AZ,NATIVE AMERICAN CHRISTIAN ACADEMY,Church of the Nazarene,PO BOX 4013,SUN VALLEY,86029,9285246211.0,33,Kindergarten - 12th Grade
AZ,PARADISE VALLEY CHRISTIAN PREPARATORY,Christian (no specific denomination),11875 N 24TH ST,PHOENIX,85028,6025098583.0,285,Pre-Kindergarten - 12th Grade
AZ,PHOENIX CHRISTIAN PREPARATORY SCHOOL,Other,1751 W INDIAN SCHOOL RD,PHOENIX,85015,6022654707.0,458,Pre-Kindergarten - 12th Grade
AZ,NAVAJO MISSION PREPARATORY SCHOOL,Other Lutheran,1 MISSION LN,ROCK POINT,86545,9286594201.0,37,Kindergarten - 2nd Grade
AZ,ALL SAINTS' EPISCOPAL DAY SCHOOL,Episcopal,6300 N CENTRAL AVE,PHOENIX,85012,6022744866.0,494,Pre-Kindergarten - 8th Grade
AZ,FAITH LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,3925 E 5TH ST,TUCSON,85711,5208810670.0,54,Pre-Kindergarten - 8th Grade
AZ,CHRIST LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,3901 E INDIAN SCHOOL RD,PHOENIX,85018,6029577010.0,454,Pre-Kindergarten - 8th Grade
AZ,YUMA LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,2555 S ENGLER AVE,YUMA,85365,9287268410.0,441,Pre-Kindergarten - 8th Grade
AZ,EAST FORK LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,PO BOX 489,WHITERIVER,85941,9283384455.0,103,Kindergarten - 8th Grade
AZ,EMMANUEL LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,715 W SOUTHERN AVE,TEMPE,85282,4809673991.0,107,Kindergarten - 8th Grade
AZ,REDEEMER LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,8845 N SILVERBELL RD,TUCSON,85743,5205728136.0,113,Pre-Kindergarten - 8th Grade
AZ,SCOTTSDALE CHRISTIAN ACADEMY,Christian (no specific denomination),14400 N TATUM BLVD,PHOENIX,85032,6029925100.0,864,Kindergarten - 12th Grade
AZ,GRACE LUTHERAN SCHOOL,Wisconsin Evangelical Lutheran Synod,5600 W PALMAIRE AVE,GLENDALE,85301,6239372010.0,98,Pre-Kindergarten - 8th Grade
AZ,TRI-CITY CHRISTIAN ACADEMY,Baptist,2211 W GERMANN RD,CHANDLER,85286,4802457902.0,235,Kindergarten - 12th Grade
AZ,IMMANUEL MISSION SCHOOL,Christian (no specific denomination),PO BOX 1080,TEEC NOS POS,86514,9284890421.0,38,Pre-Kindergarten - 8th Grade
AZ,EMMAUS LUTHERAN SCHOOL,Other,3841 W SWEETWATER AVE,PHOENIX,85029,6028433853.0,54,Pre-Kindergarten - 8th Grade
AZ,GLENVIEW ADVENTIST ACADEMY,Seventh-Day Adventist,6801 N 43RD AVE,PHOENIX,85019,6239311846.0,148,Kindergarten - 8th Grade
AZ,HOLBROOK SEVENTH-DAY ADVENTIST INDIAN SCHOOL,Seventh-Day Adventist,2001 MCLAWS RD,HOLBROOK,86025,9285246845.0,61,1st Grade - 12th Grade
AZ,THUNDERBIRD ADVENTIST ACADEMY,Seventh-Day Adventist,7410 E SUTTON DR,SCOTTSDALE,85260,4809483300.0,126,9th Grade - 12th Grade
AR,OUR LADY OF FATIMA CATHOLIC SCHOOL,Roman Catholic,818 W CROSS ST,BENTON,72015,5018403772.0,61,Pre-Kindergarten - 8th Grade
AR,SUBIACO ACADEMY,Roman Catholic,405 N SUBIACO AVE,SUBIACO,72865,4799341000.0,134,7th Grade - 12th Grade
AR,ST JOHN CATHOLIC SCHOOL,Roman Catholic,1912 W MAIN ST,RUSSELLVILLE,72801,4799674644.0,74,Pre-Kindergarten - 5th Grade
AR,ST THERESA CATHOLIC SCHOOL,Roman Catholic,6311 BASELINE RD,LITTLE ROCK,72209,5015653855.0,199,Pre-Kindergarten - 8th Grade
AR,CATHOLIC HIGH SCHOOL FOR BOYS,Roman Catholic,6300 FATHER TRIBOU ST,LITTLE ROCK,72205,5016643939.0,714,9th Grade - 12th Grade
AR,BLESSED SACRAMENT CATHOLIC SCHOOL,Roman Catholic,1105 E HIGHLAND DR,JONESBORO,72401,8709323684.0,108,Pre-Kindergarten - 6th Grade
AR,ST JOHNS CATHOLIC SCHOOL,Roman Catholic,583 STE B W GRAND AVE,HOT SPRINGS,71901,5016243171.0,75,Pre-Kindergarten - 8th Grade
AR,IMMACULATE CONCEPTION CATHOLIC SCHOOL,Roman Catholic,223 S 14TH ST,FORT SMITH,72901,4797836798.0,213,Pre-Kindergarten - 5th Grade
AR,CHRIST THE KING CATHOLIC SCHOOL,Roman Catholic,1918 S GREENWOOD AVE,FORT SMITH,72901,4797820614.0,233,Pre-Kindergarten - 5th Grade
AR,NORTH LITTLE ROCK CATHOLIC ACADEMY,Roman Catholic,1518 PARKER ST,NORTH LITTLE ROCK,72114,5013745237.0,152,Pre-Kindergarten - 8th Grade
AR,IMMACULATE CONCEPTION SCHOOL,Roman Catholic,7000 JOHN F KENNEDY BLVD,NORTH LITTLE ROCK,72116,5018350771.0,293,Pre-Kindergarten - 8th Grade
AR,MT ST MARY ACADEMY,Roman Catholic,3224 KAVANAUGH BLVD,LITTLE ROCK,72205,5016648006.0,446,9th Grade - 12th Grade
AR,ST MARY'S CATHOLIC SCHOOL & PRESCHOOL,Roman Catholic,310 N 2ND ST,PARAGOULD,72450,8702363681.0,39,Pre-Kindergarten - 6th Grade
AR,ST PAUL CATHOLIC SCHOOL,Roman Catholic,311 CEDAR ST,POCAHONTAS,72455,8708925639.0,93,Pre-Kindergarten - 6th Grade
AR,ST JOSEPH CATHOLIC SCHOOL,Roman Catholic,25 S SPRUCE ST,PARIS,72855,4799632119.0,37,Pre-Kindergarten - 8th Grade
AR,RIVERVIEW BAPTIST CHRISTIAN SCHOOL,Baptist,123 RIVERVIEW RD,MORRILTON,72110,5013540327.0,6,1st Grade - 10th Grade
AR,CALVARY CHRISTIAN SCHOOL,Other,1611 N WASHINGTON ST,FORREST CITY,72335,8706335333.0,45,Pre-Kindergarten - 12th Grade
AR,ST JOHN'S LUTHERAN SCHOOL,Lutheran Church–Missouri Synod,2019 S BUERKLE ST,STUTTGART,72160,8706737096.0,117,Kindergarten - 6th Grade
AR,CROWLEY'S RIDGE ACADEMY,Church of Christ,606 ACADEMY DR,PARAGOULD,72450,8702366908.0,253,Pre-Kindergarten - 12th Grade
AR,HARDING ACADEMY,Church of Christ,HU BOX 10775,SEARCY,72149,5012797202.0,554,Pre-Kindergarten - 12th Grade
AR,EWING ADVENTIST JUNIOR ACADEMY,Seventh-Day Adventist,709 ADVENTIST CHURCH RD,BONNERDALE,71933,8703562780.0,14,Kindergarten - 8th Grade
AR,LITTLE ROCK ADVENTIST ACADEMY,Seventh-Day Adventist,8708 N RODNEY PARHAM RD,LITTLE ROCK,72205,5012256183.0,22,Pre-Kindergarten - 10th Grade
AR,OZARK ADVENTIST ACADEMY,Seventh-Day Adventist,20997 DAWN HILL E RD,GENTRY,72734,4797362221.0,124,9th Grade - 12th Grade
AR,OZARK ADVENTIST SCHOOL,Seventh-Day Adventist,21150 DAWN HILL E RD,GENTRY,72734,4792798700.0,98,Pre-Kindergarten - 8th Grade
CA,ST THOMAS MORE SCHOOL,Roman Catholic,2510 S FREMONT AVE,ALHAMBRA,91803,6262545778.0,109,Pre-Kindergarten - 8th Grade
CA,HOLY ANGELS SCHOOL,Roman Catholic,360 CAMPUS DR,ARCADIA,91007,6264226360.0,222,Pre-Kindergarten - 8th Grade
CA,OUR LADY OF FATIMA SCHOOL,Roman Catholic,18626 CLARKDALE AVE,ARTESIA,90701,5628651621.0,186,Kindergarten - 8th Grade
CA,ST BERNARD SCHOOL,Roman Catholic,9626 PARK ST,BELLFLOWER,90706,5628679410.0,195,Pre-Kindergarten - 8th Grade
CA,ST DOMINIC SAVIO SCHOOL,Roman Catholic,9750 FOSTER RD,BELLFLOWER,90706,5628663617.0,296,Kindergarten - 8th Grade
CA,ST FRANCIS XAVIER SCHOOL,Roman Catholic,3601 SCOTT RD,BURBANK,91504,8185044422.0,226,Kindergarten - 8th Grade
CA,ST ROBERT BELLARMINE ELEMENTARY SCHOOL,Roman Catholic,154 N 5TH ST,BURBANK,91501,8188425033.0,89,Pre-Kindergarten - 8th Grade
CA,OUR LADY OF THE VALLEY SCHOOL,Roman Catholic,22041 GAULT ST,CANOGA PARK,91303,8185922894.0,162,Kindergarten - 8th Grade
CA,ST JOHN EUDES SCHOOL,Roman Catholic,9925 MASON AVE,CHATSWORTH,91311,8183411454.0,202,Pre-Kindergarten - 8th Grade
CA,OUR LADY OF THE ASSUMPTION SCHOOL,Roman Catholic,611 W BONITA AVE,CLAREMONT,91711,9096267135.0,351,Kindergarten - 8th Grade
CA,ST RAYMOND SCHOOL,Roman Catholic,12320 PARAMOUNT BLVD,DOWNEY,90242,5628623100.0,225,Kindergarten - 8th Grade
CA,HOLY FAMILY GRADE SCHOOL,Roman Catholic,400 S LOUISE ST,GLENDALE,91205,8182439239.0,226,Pre-Kindergarten - 8th Grade
CA,INCARNATION PARISH SCHOOL,Roman Catholic,123 W GLENOAKS BLVD,GLENDALE,91202,8182412269.0,248,Kindergarten - 8th Grade
CA,ST MATTHIAS ELEMENTARY SCHOOL,Roman Catholic,7130 CEDAR ST,HUNTINGTON PARK,90255,3235887253.0,134,Pre-Kindergarten - 8th Grade
CA,ST JOHN CHRYSOSTOM SCHOOL,Roman Catholic,530 E FLORENCE AVE,INGLEWOOD,90301,3106775868.0,214,Pre-Kindergarten - 8th Grade
CA,ST JAMES-HOLY REDEEMER SCHOOL,Roman Catholic,4635 DUNSMORE AVE,LA CRESCENTA,91214,8182487778.0,84,Kindergarten - 8th Grade
CA,BEATITUDES OF OUR LORD CATHOLIC SCHOOL,Roman Catholic,13021 SANTA GERTRUDES AVE,LA MIRADA,90638,5629433218.0,261,Kindergarten - 8th Grade
CA,ST PAUL OF THE CROSS SCHOOL,Roman Catholic,14030 FOSTER RD,LA MIRADA,90638,5624454542.0,107,Kindergarten - 8th Grade
CA,ST JOSEPH ELEMENTARY SCHOOL,Roman Catholic,15650 E TEMPLE AVE,LA PUENTE,91744,6263362821.0,173,Pre-Kindergarten - 8th Grade
CA,ST MARTHA SCHOOL,Roman Catholic,440 N AZUSA AVE,LA PUENTE,91744,6269641093.0,189,Kindergarten - 8th Grade
CA,ST ANTHONY PARISH SCHOOL,Roman Catholic,855 E 5TH ST,LONG BEACH,90802,5624325946.0,174,Pre-Kindergarten - 8th Grade
CA,ST ATHANASIUS ELEMENTARY SCHOOL,Roman Catholic,5377 LINDEN AVE,LONG BEACH,90805,5624287422.0,89,Kindergarten - 8th Grade
CA,CATHEDRAL CHAPEL SCHOOL,Roman Catholic,755 S COCHRAN AVE,LOS ANGELES,90036,3239389976.0,199,Kindergarten - 8th Grade
CA,DIVINE SAVIOUR SCHOOL,Roman Catholic,624 CYPRESS AVE,LOS ANGELES,90065,3232226077.0,51,Kindergarten - 8th Grade
CA,DOLORES MISSION ELEMENTARY SCHOOL,Roman Catholic,170 S GLESS ST,LOS ANGELES,90033,3238810001.0,217,Kindergarten - 8th Grade
CA,HOLY SPIRIT ELEMENTARY SCHOOL,Roman Catholic,1418 S BURNSIDE AVE,LOS ANGELES,90019,2139269419.0,133,Kindergarten - 8th Grade
CA,IMMACULATE HEART OF MARY SCHOOL,Roman Catholic,1055 N ALEXANDRIA AVE,LOS ANGELES,90029,3236634611.0,177,Kindergarten - 8th Grade
CA,OUR LADY OF GUADALUPE SCHOOL-ROSE HILLS,Roman Catholic,4522 BROWNE AVE,LOS ANGELES,90032,3232218187.0,84,Pre-Kindergarten - 8th Grade
CA,OUR MOTHER OF GOOD COUNSEL SCHOOL,Roman Catholic,4622 AMBROSE AVE,LOS ANGELES,90027,3236642131.0,88,Kindergarten - 8th Grade
CA,ST FRANCES X CABRINI SCHOOL,Roman Catholic,1428 W IMPERIAL HWY,LOS ANGELES,90047,3237561354.0,226,Kindergarten - 8th Grade
CA,ST JEROME SCHOOL,Roman Catholic,5580 THORNBURN ST,LOS ANGELES,90045,3106701678.0,116,Pre-Kindergarten - 8th Grade
CA,ST MARTIN OF TOURS ELEMENTARY SCHOOL,Roman Catholic,11955 W SUNSET BLVD,LOS ANGELES,90049,3104727419.0,170,Pre-Kindergarten - 8th Grade
CA,ST PAUL ELEMENTARY SCHOOL,Roman Catholic,1908 S BRONSON AVE,LOS ANGELES,90018,3237344022.0,122,Kindergarten - 8th Grade
CA,ST TIMOTHY SCHOOL,Roman Catholic,10479 W PICO BLVD,LOS ANGELES,90064,3104741811.0,207,Pre-Kindergarten - 8th Grade
CA,SCHOOL OF SANTA ISABEL,Roman Catholic,2424 WHITTIER BLVD,LOS ANGELES,90023,3232633716.0,95,Kindergarten - 8th Grade
CA,TRANSFIGURATION SCHOOL,Roman Catholic,4020 ROXTON AVE,LOS ANGELES,90008,3232923011.0,133,Pre-Kindergarten - 8th Grade
CA,OUR LADY OF MALIBU SCHOOL,Roman Catholic,3625 WINTER CANYON RD 1,MALIBU,90265,3104568071.0,101,Pre-Kindergarten - 8th Grade
CA,OUR LADY OF PERPETUAL HELP SCHOOL,Roman Catholic,23225 LYONS AVE,SANTA CLARITA,91321,6612591141.0,311,Kindergarten - 8th Grade
CA,OUR LADY OF LOURDES SCHOOL,Roman Catholic,18437 SUPERIOR ST,NORTHRIDGE,91325,8183490245.0,191,Kindergarten - 8th Grade
CA,ST JOHN OF GOD SCHOOL,Roman Catholic,13817 PIONEER BLVD,NORWALK,90650,5628635722.0,101,Pre-Kindergarten - 8th Grade
